Identifier,isPresent_4wpi,log2.Ratio_4wpi,pValue_4wpi,fdr_4wpi,isPresent_8wpi,log2.Ratio_8wpi,pValue_8wpi,fdr_8wpi,isPresent_12wpi,log2.Ratio_12wpi,pValue_12wpi,fdr_12wpi,isPresent_14wpi,log2.Ratio_14wpi,pValue_14wpi,fdr_14wpi,isPresent_16wpi,log2.Ratio_16wpi,pValue_16wpi,fdr_16wpi,isPresent_18wpi,log2.Ratio_18wpi,pValue_18wpi,fdr_18wpi,isPresent_20wpi,log2.Ratio_20wpi,pValue_20wpi,fdr_20wpi,isPresent_term,log2.Ratio_term,pValue_term,fdr_term,CellType
Crot,TRUE,-0.03018,0.8564,0.9983,TRUE,0.3169,0.008538,0.0694,TRUE,0.06483,0.5792,0.8541,TRUE,0.04502,0.7832,0.9524,TRUE,0.4877,0.000839,0.03799,TRUE,0.5953,0.005796,0.1593,TRUE,0.2679,0.1542,0.5394,TRUE,0.2735,0.1508,0.3564,_NE
Crtac1,TRUE,-0.2706,0.209,0.9959,TRUE,-0.6636,3.404E-05,0.001386,TRUE,0.4467,0.01094,0.1525,TRUE,0.06307,0.6834,0.9229,TRUE,0.08096,0.567,0.8412,TRUE,-0.4254,0.03819,0.4848,TRUE,0.1718,0.2403,0.6388,TRUE,-0.4615,0.06346,0.1984,_NE
Crtap,TRUE,0.1385,0.6563,0.9959,TRUE,-0.0851,0.6971,0.8415,TRUE,-0.3601,0.1593,0.5503,TRUE,-0.4712,0.09947,0.6188,TRUE,-0.2905,0.3036,0.6873,TRUE,-0.07556,0.8124,0.9898,TRUE,-0.2829,0.3132,0.7008,TRUE,0.7432,0.0183,0.07967,_NE
Crtc1,TRUE,0.03034,0.8737,0.9983,TRUE,-0.3728,0.00562,0.05358,TRUE,0.2631,0.01034,0.1479,TRUE,0.2895,0.02749,0.4507,TRUE,-0.3261,0.02457,0.2697,TRUE,-0.2652,0.2199,0.8652,TRUE,0.06268,0.6891,0.9051,TRUE,-0.256,0.1278,0.3194,_NE
Crtc2,TRUE,0.01793,0.9131,0.9991,TRUE,-0.1988,0.09097,0.2766,TRUE,0.02872,0.8034,0.9419,TRUE,0.05205,0.6993,0.9258,TRUE,-0.1591,0.2526,0.6458,TRUE,-0.01219,0.9452,0.9975,TRUE,0.08497,0.5947,0.8598,TRUE,0.2299,0.1841,0.4058,_NE
Crtc3,TRUE,-0.02577,0.8884,0.9988,TRUE,-0.3071,0.01193,0.08539,TRUE,0.09177,0.435,0.7798,TRUE,-0.06354,0.656,0.9137,TRUE,-0.2255,0.1387,0.5274,TRUE,-0.002975,0.9879,0.9978,TRUE,0.09118,0.6154,0.8705,TRUE,0.2005,0.2784,0.5235,_NE
Cry1,TRUE,0.2788,0.1935,0.9959,TRUE,0.4413,0.002161,0.02832,TRUE,0.02008,0.9005,0.9746,TRUE,0.3152,0.05067,0.5262,TRUE,0.1644,0.4335,0.772,TRUE,0.33,0.1016,0.7088,TRUE,0.2062,0.298,0.69,TRUE,-0.2147,0.2656,0.5075,_NE
Cry2,TRUE,0.04584,0.7656,0.9959,TRUE,-0.2143,0.06519,0.2302,TRUE,0.1398,0.1091,0.4722,TRUE,0.2065,0.0789,0.5932,TRUE,-0.07888,0.5061,0.8106,TRUE,-0.2551,0.1366,0.7773,TRUE,0.05879,0.6847,0.903,TRUE,-0.1892,0.2395,0.4777,_NE
Cryab,TRUE,0.4194,0.08767,0.9959,TRUE,0.2593,0.04801,0.1913,TRUE,-0.08399,0.6331,0.877,TRUE,0.2179,0.09452,0.6156,TRUE,-0.1409,0.398,0.7487,TRUE,0.7346,2.073E-05,0.001856,TRUE,0.4146,0.007501,0.1221,TRUE,0.4386,0.02928,0.1129,OL
Crybb1,TRUE,0.6,0.1408,0.9959,TRUE,-0.7831,0.01088,0.08084,TRUE,0.3608,0.2358,0.6303,TRUE,0.2301,0.4578,0.8465,TRUE,-0.7206,0.02833,0.2895,TRUE,0.1753,0.7114,0.986,TRUE,0.9923,0.01174,0.1579,TRUE,0.2553,0.5664,0.7724,MG
Crybb3,TRUE,0.4137,0.4175,0.9959,TRUE,-0.4208,0.3041,0.5472,TRUE,0.3267,0.4373,0.7807,TRUE,-0.2723,0.4811,0.8549,TRUE,-0.7918,0.03975,0.3367,TRUE,-0.7271,0.192,0.8362,TRUE,0.01512,0.9783,0.9942,TRUE,-0.8362,0.05978,0.19,_NE
Crybg3,TRUE,0.2335,0.5156,0.9959,TRUE,0.2461,0.2234,0.4614,TRUE,-0.2689,0.2387,0.634,TRUE,-0.3599,0.1308,0.6513,TRUE,0.008176,0.9712,0.9905,TRUE,0.4019,0.141,0.7806,TRUE,-0.2554,0.2793,0.6696,TRUE,0.04505,0.8783,0.9473,EC
Cryl1,TRUE,-0.07645,0.717,0.9959,TRUE,-0.2086,0.15,0.3685,TRUE,0.03255,0.8446,0.9579,TRUE,0.1284,0.5016,0.8634,TRUE,0.1737,0.2981,0.6844,TRUE,-0.4551,0.04404,0.5173,TRUE,-0.05387,0.789,0.9395,TRUE,0.1267,0.5707,0.7755,_NE
Crym,TRUE,-0.2164,0.3166,0.9959,TRUE,-0.4464,0.0007916,0.01401,TRUE,0.6082,0.0008586,0.03244,TRUE,0.4573,0.01104,0.3097,TRUE,0.3275,0.0697,0.4167,TRUE,-0.5615,0.008234,0.2009,TRUE,-0.3872,0.0182,0.1973,TRUE,-0.9853,0.002683,0.01738,_NE
Cryz,TRUE,0.02528,0.899,0.9991,TRUE,-0.05089,0.7183,0.8539,TRUE,0.06379,0.703,0.9044,TRUE,-0.04483,0.8098,0.9595,TRUE,0.1866,0.2802,0.6713,TRUE,0.3142,0.1587,0.7955,TRUE,0.0471,0.8036,0.9462,TRUE,0.235,0.2451,0.4837,_NE
Cryzl1,TRUE,-0.1728,0.2389,0.9959,TRUE,0.239,0.02782,0.141,TRUE,-0.0335,0.7157,0.9092,TRUE,-0.05327,0.6909,0.9235,TRUE,0.1546,0.2598,0.6521,TRUE,0.02826,0.8739,0.9936,TRUE,-0.05941,0.6919,0.9066,TRUE,-0.01069,0.9486,0.979,_NE
Cs,TRUE,-0.08637,0.6262,0.9959,TRUE,-0.04725,0.6566,0.8171,TRUE,0.03396,0.7225,0.9109,TRUE,0.08883,0.4722,0.8524,TRUE,0.1938,0.137,0.5243,TRUE,-0.02784,0.866,0.9929,TRUE,-0.0384,0.7843,0.9375,TRUE,-0.1122,0.4743,0.7032,_NE
Csad,TRUE,0.1165,0.5223,0.9959,TRUE,-0.2415,0.04277,0.1796,TRUE,0.1097,0.3898,0.7515,TRUE,-0.134,0.3388,0.788,TRUE,-0.3045,0.04867,0.3652,TRUE,0.1669,0.394,0.9459,TRUE,0.1787,0.3197,0.7059,TRUE,0.4395,0.02473,0.09994,_NE
Csda,TRUE,0.1557,0.3839,0.9959,TRUE,-0.1102,0.4038,0.6377,TRUE,0.009273,0.947,0.9867,TRUE,0.01132,0.9412,0.9895,TRUE,-0.4111,0.009013,0.1655,TRUE,-0.2843,0.1862,0.829,TRUE,-0.04818,0.7892,0.9395,TRUE,-0.1628,0.3901,0.6339,_NE
Csdc2,TRUE,0.1658,0.2507,0.9959,TRUE,-0.19,0.1325,0.3441,TRUE,0.1131,0.1851,0.5797,TRUE,0.1209,0.2917,0.7586,TRUE,-0.2084,0.107,0.4815,TRUE,-0.1217,0.5122,0.9751,TRUE,0.1477,0.3046,0.6934,TRUE,0.0116,0.9427,0.976,_NE
Csde1,TRUE,-0.06419,0.6908,0.9959,TRUE,0.2804,0.012,0.0856,TRUE,-0.1335,0.1227,0.4936,TRUE,-0.01125,0.9216,0.9858,TRUE,0.2374,0.0686,0.4133,TRUE,0.04981,0.7717,0.9896,TRUE,-0.2418,0.09535,0.44,TRUE,0.02276,0.8828,0.9498,_NE
Cse1l,TRUE,-0.2778,0.04304,0.9959,TRUE,0.1674,0.1061,0.3018,TRUE,-0.1644,0.07058,0.3897,TRUE,0.0257,0.8319,0.9652,TRUE,0.1428,0.3574,0.7234,TRUE,-0.04391,0.7868,0.9896,TRUE,-0.212,0.1266,0.4975,TRUE,-0.2625,0.09413,0.2604,_NE
Csf1,TRUE,-0.03071,0.8534,0.9983,TRUE,-0.06013,0.6574,0.8177,TRUE,-0.2548,0.06446,0.3747,TRUE,-0.01889,0.91,0.9846,TRUE,0.05853,0.6835,0.8897,TRUE,0.5951,0.001183,0.04927,TRUE,0.538,0.0004211,0.01537,TRUE,1.322,1.14E-10,3.822E-09,_NE
Csf1r,TRUE,0.09718,0.4923,0.9959,TRUE,-0.09353,0.3977,0.6327,TRUE,0.006712,0.9427,0.9856,TRUE,-0.03842,0.7567,0.9439,TRUE,0.1669,0.2962,0.6833,TRUE,0.8731,2.346E-07,4.704E-05,TRUE,0.9769,5.775E-09,1.549E-06,TRUE,1.485,2.201E-16,1.61E-14,MG
Csf2ra,TRUE,0.2812,0.2673,0.9959,TRUE,-0.6929,9.74E-07,7.93E-05,TRUE,0.3162,0.03019,0.257,TRUE,-0.3064,0.1721,0.6895,TRUE,-0.6671,0.005541,0.1221,TRUE,-0.2767,0.3019,0.9052,TRUE,0.2899,0.2022,0.5983,TRUE,0.4986,0.1166,0.3006,_NE
Csf2rb,TRUE,-0.1435,0.6982,0.9959,TRUE,-0.1209,0.6931,0.8387,TRUE,-0.4274,0.1784,0.5699,TRUE,-0.5454,0.2011,0.7081,TRUE,0.299,0.4408,0.7755,TRUE,1.257,0.0005338,0.026,TRUE,1.408,0.0002445,0.0101,TRUE,3.33,2.347E-24,3.777E-22,MG
Csf2rb2,TRUE,-0.423,0.3091,0.9959,TRUE,0.1053,0.6613,0.82,TRUE,0.1888,0.475,0.8036,TRUE,-0.2704,0.3732,0.8096,TRUE,-0.06177,0.8286,0.9457,TRUE,-0.3426,0.319,0.9136,TRUE,-0.2895,0.362,0.7357,TRUE,1.634,8.697E-08,1.875E-06,MG
Csf3r,TRUE,0.2725,0.2234,0.9959,TRUE,0.1217,0.4836,0.6991,TRUE,0.1334,0.5017,0.8184,TRUE,-0.05509,0.8187,0.9615,TRUE,0.528,0.05521,0.3838,TRUE,1.6,2.86E-10,1.527E-07,TRUE,1.759,6.19E-10,2.201E-07,TRUE,2.392,5.118E-22,6.922E-20,MG
Csgalnact1,TRUE,0.006296,0.9744,0.9991,TRUE,0.2335,0.09224,0.2786,TRUE,-0.1747,0.2754,0.6651,TRUE,-0.2547,0.1654,0.6817,TRUE,-0.05966,0.7401,0.914,TRUE,0.01009,0.9659,0.9975,TRUE,-0.04259,0.8273,0.9532,TRUE,-0.02051,0.9281,0.9696,_NE
Csgalnact2,TRUE,-0.1526,0.4311,0.9959,TRUE,0.4229,0.002727,0.03313,TRUE,-0.1558,0.3035,0.6913,TRUE,0.004685,0.9792,0.9961,TRUE,0.08047,0.6343,0.8706,TRUE,0.08726,0.6973,0.9825,TRUE,-0.1378,0.5284,0.8292,TRUE,0.1277,0.5608,0.7685,_NE
Csk,TRUE,0.2925,0.1144,0.9959,TRUE,-0.4293,0.002073,0.02756,TRUE,0.05496,0.6831,0.8968,TRUE,0.0759,0.6161,0.9004,TRUE,-0.3096,0.04572,0.3549,TRUE,0.06835,0.7592,0.9889,TRUE,0.5344,0.004736,0.08952,TRUE,0.3171,0.08323,0.2396,_NE
Csmd1,TRUE,-0.1205,0.3951,0.9959,TRUE,-0.08136,0.4764,0.6933,TRUE,0.02608,0.7736,0.9298,TRUE,-0.09867,0.5241,0.8696,TRUE,-0.1844,0.2751,0.6669,TRUE,-0.3611,0.06738,0.6066,TRUE,0.02586,0.8866,0.9698,TRUE,-0.6034,0.0001053,0.001141,_NE
Csmd3,TRUE,-0.4237,0.01748,0.8955,TRUE,0.09144,0.4925,0.7045,TRUE,-0.2794,0.03283,0.2692,TRUE,-0.3508,0.02524,0.4403,TRUE,-0.09651,0.5691,0.8424,TRUE,-0.1208,0.5808,0.9788,TRUE,-0.3058,0.114,0.4752,TRUE,-0.5601,0.005185,0.02945,OL
Csnk1a1,TRUE,-0.2038,0.2311,0.9959,TRUE,0.2176,0.05892,0.2161,TRUE,0.00856,0.9242,0.9816,TRUE,0.184,0.1293,0.6486,TRUE,0.303,0.03077,0.3016,TRUE,0.1113,0.4853,0.9719,TRUE,-0.1826,0.2001,0.5968,TRUE,-0.09293,0.5319,0.7477,_NE
Csnk1d,TRUE,-0.0974,0.5215,0.9959,TRUE,-0.07348,0.4871,0.7007,TRUE,0.145,0.0824,0.4179,TRUE,0.1852,0.121,0.6373,TRUE,0.06311,0.6001,0.8545,TRUE,-0.1562,0.3397,0.9224,TRUE,0.007663,0.9581,0.989,TRUE,-0.1291,0.4015,0.6446,_NE
Csnk1e,TRUE,0.1231,0.3795,0.9959,TRUE,-0.2272,0.03118,0.1509,TRUE,0.1128,0.2018,0.6,TRUE,0.05079,0.6873,0.9235,TRUE,-0.1556,0.2136,0.611,TRUE,-0.1732,0.32,0.9139,TRUE,0.21,0.1417,0.5219,TRUE,-0.2749,0.06757,0.2074,_NE
Csnk1g1,TRUE,-0.1036,0.5149,0.9959,TRUE,0.1948,0.08161,0.2615,TRUE,0.003449,0.9713,0.9937,TRUE,-0.05133,0.6815,0.9221,TRUE,0.1731,0.2001,0.5987,TRUE,-0.0358,0.8299,0.9922,TRUE,-0.1383,0.3366,0.7179,TRUE,-0.06455,0.6958,0.852,_NE
Csnk1g2,TRUE,0.256,0.07993,0.9959,TRUE,-0.5824,6.408E-06,0.0003668,TRUE,0.4243,2.476E-05,0.003846,TRUE,0.08019,0.5386,0.8712,TRUE,-0.5763,0.0001446,0.01266,TRUE,-0.2116,0.3925,0.9449,TRUE,0.4012,0.02376,0.2239,TRUE,-0.3463,0.04375,0.1512,_NE
Csnk1g3,TRUE,-0.1232,0.3813,0.9959,TRUE,0.1847,0.0839,0.2656,TRUE,-0.1383,0.1237,0.4946,TRUE,0.1125,0.3639,0.8047,TRUE,0.1424,0.3975,0.7485,TRUE,-0.08461,0.6128,0.9825,TRUE,-0.3313,0.02333,0.2218,TRUE,-0.2225,0.2005,0.428,_NE
Csnk2a1,TRUE,-0.03166,0.8187,0.9983,TRUE,0.2195,0.03698,0.1649,TRUE,-0.1639,0.047,0.3227,TRUE,0.0522,0.6546,0.9129,TRUE,0.2694,0.04404,0.3491,TRUE,0.1029,0.5262,0.9765,TRUE,-0.09291,0.4957,0.8148,TRUE,0.148,0.3103,0.5578,_NE
Csnk2a2,TRUE,-0.0431,0.7868,0.9959,TRUE,0.07619,0.5024,0.712,TRUE,-0.06388,0.5725,0.8525,TRUE,0.07888,0.5834,0.8891,TRUE,0.2567,0.1045,0.4779,TRUE,0.049,0.7802,0.9896,TRUE,-0.1645,0.2994,0.69,TRUE,-0.1289,0.4567,0.6894,_NE
Csnk2b,TRUE,0.09898,0.4752,0.9959,TRUE,-0.0004707,0.9967,0.9988,TRUE,0.1125,0.2379,0.6331,TRUE,0.233,0.05365,0.5326,TRUE,0.1297,0.329,0.7042,TRUE,-0.1079,0.5195,0.9764,TRUE,0.02178,0.8846,0.9691,TRUE,0.0133,0.9361,0.9732,_NE
Cspg4,TRUE,0.2355,0.2427,0.9959,TRUE,-0.6477,4.367E-07,4.554E-05,TRUE,0.5381,3.574E-05,0.004787,TRUE,0.04205,0.7758,0.9502,TRUE,-0.3753,0.04742,0.3608,TRUE,-0.0714,0.768,0.9896,TRUE,0.6811,9.236E-05,0.004733,TRUE,-0.0358,0.8423,0.9297,OL
Cspg5,TRUE,0.1889,0.2284,0.9959,TRUE,-0.2164,0.06211,0.2233,TRUE,0.1208,0.2626,0.6553,TRUE,-0.1549,0.2226,0.7187,TRUE,-0.09181,0.4997,0.8065,TRUE,0.01297,0.9382,0.9975,TRUE,0.4274,0.003188,0.0676,TRUE,0.1679,0.2955,0.5434,_NE
Cspp1,TRUE,0.05893,0.7635,0.9959,TRUE,0.1607,0.2302,0.4687,TRUE,-0.1684,0.2099,0.6066,TRUE,-0.2433,0.2244,0.7204,TRUE,-0.04184,0.8132,0.9401,TRUE,0.2185,0.3682,0.938,TRUE,-0.2434,0.2128,0.6125,TRUE,-0.2389,0.425,0.6642,AS
Csrnp1,TRUE,0.08606,0.7627,0.9959,TRUE,-0.3163,0.08095,0.2605,TRUE,0.01387,0.9378,0.9842,TRUE,0.1701,0.431,0.8338,TRUE,-0.2995,0.1572,0.5512,TRUE,-0.9068,0.002772,0.09231,TRUE,0.4666,0.078,0.4012,TRUE,0.4445,0.07501,0.2224,_NE
Csrnp2,TRUE,0.07175,0.6876,0.9959,TRUE,-0.1806,0.1304,0.3405,TRUE,-0.033,0.8067,0.9432,TRUE,0.1634,0.2707,0.7462,TRUE,-0.1669,0.3033,0.6871,TRUE,-0.3711,0.05925,0.582,TRUE,0.2022,0.2614,0.6583,TRUE,-0.2566,0.1631,0.3751,_NE
Csrnp3,TRUE,-0.1472,0.2608,0.9959,TRUE,0.2511,0.01118,0.08222,TRUE,-0.1329,0.1502,0.5367,TRUE,-0.01388,0.91,0.9846,TRUE,0.02056,0.8934,0.9689,TRUE,-0.2296,0.159,0.7961,TRUE,-0.162,0.2977,0.69,TRUE,-0.7185,5.864E-06,8.918E-05,_NE
Csrp1,TRUE,0.2645,0.1796,0.9959,TRUE,0.161,0.1742,0.3989,TRUE,-0.04701,0.6735,0.8924,TRUE,-0.1328,0.3145,0.775,TRUE,-0.09616,0.5752,0.8455,TRUE,0.3406,0.049,0.5432,TRUE,0.163,0.2701,0.6629,TRUE,0.3753,0.02558,0.1026,_NE
Csrp2,TRUE,0.3761,0.2445,0.9959,TRUE,-0.09301,0.716,0.8528,TRUE,-0.3022,0.2824,0.672,TRUE,-0.5665,0.101,0.6188,TRUE,-0.4128,0.2099,0.6071,TRUE,-0.1499,0.6863,0.9825,TRUE,-0.4159,0.2094,0.6078,TRUE,0.05411,0.877,0.9468,EC
Csrp2bp,TRUE,0.07732,0.6297,0.9959,TRUE,-0.1156,0.3251,0.5687,TRUE,0.005316,0.9613,0.9904,TRUE,0.02615,0.8482,0.9696,TRUE,-0.08015,0.5761,0.8458,TRUE,-0.2013,0.2688,0.8914,TRUE,0.03108,0.8545,0.9622,TRUE,-0.3459,0.05847,0.1871,_NE
Cst3,TRUE,0.4746,0.03099,0.975,TRUE,-0.1082,0.3943,0.6304,TRUE,0.396,0.0006876,0.029,TRUE,0.111,0.4395,0.8395,TRUE,0.07853,0.7593,0.921,TRUE,0.66,0.001045,0.04452,TRUE,0.9575,5.869E-10,2.137E-07,TRUE,0.9816,3.255E-08,7.643E-07,MG
Cst6,TRUE,1.084,0.02514,0.9438,TRUE,-0.3444,0.4707,0.6893,TRUE,0.3173,0.4491,0.7883,TRUE,0.2967,0.4881,0.8571,TRUE,-0.6911,0.06262,0.4009,TRUE,-0.07303,0.8747,0.9936,TRUE,0.4941,0.3423,0.7228,TRUE,-0.8054,0.1343,0.3304,_NE
Cstad,TRUE,-0.5015,0.1998,0.9959,TRUE,-0.3161,0.3161,0.5593,TRUE,-0.05431,0.8944,0.9736,TRUE,-0.03913,0.9147,0.9851,TRUE,0.2369,0.5317,0.825,TRUE,-0.6905,0.1362,0.7759,TRUE,-0.2908,0.5681,0.8487,TRUE,1.287,0.006493,0.03512,_NE
Cstb,TRUE,0.2624,0.2328,0.9959,TRUE,-0.09649,0.5587,0.7518,TRUE,0.1699,0.3243,0.7061,TRUE,-0.006939,0.972,0.9951,TRUE,0.1104,0.5853,0.8486,TRUE,0.1498,0.5465,0.9788,TRUE,0.1955,0.3763,0.743,TRUE,0.7007,0.004966,0.02844,_NE
Cstf1,TRUE,0.07935,0.6943,0.9959,TRUE,-0.1762,0.1638,0.3872,TRUE,-0.004958,0.9709,0.9937,TRUE,0.06457,0.6742,0.9201,TRUE,-0.04558,0.7634,0.9225,TRUE,-0.1543,0.4818,0.9713,TRUE,0.1856,0.3373,0.7188,TRUE,0.1963,0.2793,0.5239,_NE
Cstf2,TRUE,-0.08459,0.5585,0.9959,TRUE,0.02398,0.8417,0.9254,TRUE,-0.01306,0.8756,0.9682,TRUE,-0.1796,0.2628,0.741,TRUE,-0.09745,0.4999,0.8065,TRUE,-0.04431,0.8139,0.9899,TRUE,-0.08609,0.661,0.8901,TRUE,-0.2785,0.2106,0.4405,_NE
Cstf2t,TRUE,-0.08866,0.5338,0.9959,TRUE,0.1997,0.06707,0.2338,TRUE,-0.03881,0.6442,0.8812,TRUE,0.1694,0.151,0.6675,TRUE,0.2192,0.136,0.5228,TRUE,-0.09525,0.5443,0.9788,TRUE,-0.171,0.2272,0.6245,TRUE,-0.2001,0.1918,0.4156,_NE
Cstf3,TRUE,-0.0781,0.6449,0.9959,TRUE,0.3272,0.005546,0.05311,TRUE,-0.02577,0.816,0.9473,TRUE,0.02643,0.8599,0.9727,TRUE,0.2031,0.1853,0.5844,TRUE,0.1438,0.4435,0.9635,TRUE,-0.102,0.5696,0.8489,TRUE,-0.01948,0.9152,0.9651,_NE
Ctage5,TRUE,-0.108,0.4691,0.9959,TRUE,0.2062,0.09233,0.2786,TRUE,-0.1236,0.2207,0.6168,TRUE,-0.136,0.3062,0.7699,TRUE,-0.004868,0.9726,0.9909,TRUE,0.05636,0.7879,0.9896,TRUE,-0.2664,0.117,0.4802,TRUE,0.01456,0.9479,0.9786,_NE
Ctbp1,TRUE,0.241,0.09882,0.9959,TRUE,-0.4214,0.0008579,0.01481,TRUE,0.3226,0.000383,0.02016,TRUE,0.1366,0.2742,0.7482,TRUE,-0.3015,0.02707,0.284,TRUE,-0.2199,0.2486,0.8824,TRUE,0.2945,0.07594,0.3974,TRUE,-0.1555,0.3237,0.572,_NE
Ctbp2,TRUE,-0.1113,0.6127,0.9959,TRUE,-0.2201,0.09863,0.289,TRUE,0.0359,0.7901,0.9373,TRUE,-0.288,0.04353,0.5111,TRUE,-0.1954,0.1997,0.5982,TRUE,-0.03894,0.8319,0.9924,TRUE,-0.4247,0.01424,0.1761,TRUE,-0.3672,0.09465,0.2616,_NE
Ctbs,TRUE,-0.1255,0.6141,0.9959,TRUE,0.09623,0.6021,0.7826,TRUE,-0.124,0.5285,0.8316,TRUE,-0.1788,0.4563,0.8455,TRUE,0.218,0.3013,0.6855,TRUE,0.2089,0.4812,0.9712,TRUE,-0.1744,0.5121,0.8203,TRUE,0.6223,0.03423,0.1265,_NE
Ctcf,TRUE,-0.1397,0.3008,0.9959,TRUE,0.1552,0.1237,0.3309,TRUE,-0.1292,0.1524,0.5396,TRUE,0.03922,0.7281,0.9355,TRUE,0.1461,0.3065,0.6891,TRUE,0.06526,0.6776,0.9825,TRUE,-0.1387,0.324,0.7094,TRUE,-0.02806,0.8505,0.9336,_NE
Ctdnep1,TRUE,0.07736,0.5844,0.9959,TRUE,-0.03601,0.7455,0.8715,TRUE,-0.0256,0.7946,0.939,TRUE,0.1699,0.1907,0.7062,TRUE,0.03257,0.8158,0.9407,TRUE,-0.002663,0.9878,0.9978,TRUE,0.1378,0.3835,0.7479,TRUE,0.1655,0.3028,0.5513,_NE
Ctdp1,TRUE,-0.06723,0.7344,0.9959,TRUE,-0.4693,0.0004948,0.009885,TRUE,-0.01356,0.9222,0.9813,TRUE,0.09084,0.6034,0.896,TRUE,-0.3121,0.05218,0.3742,TRUE,-0.385,0.09724,0.6968,TRUE,0.0351,0.8621,0.964,TRUE,0.07166,0.7256,0.8687,_NE
Ctdsp1,TRUE,0.2973,0.08926,0.9959,TRUE,-0.2172,0.08356,0.2651,TRUE,0.113,0.4123,0.7649,TRUE,-0.1847,0.2062,0.7094,TRUE,-0.1824,0.3741,0.7353,TRUE,0.3485,0.05782,0.5783,TRUE,0.4061,0.02404,0.2255,TRUE,0.7746,1.059E-05,0.0001515,_NE
Ctdsp2,TRUE,-0.0009733,0.995,0.9998,TRUE,-0.05252,0.6671,0.8237,TRUE,-0.07272,0.4322,0.7778,TRUE,0.1661,0.1546,0.6719,TRUE,-0.05331,0.6646,0.8823,TRUE,0.1105,0.4805,0.971,TRUE,0.1375,0.3318,0.7139,TRUE,0.2338,0.1113,0.2914,_NE
Ctdspl,TRUE,0.1181,0.4564,0.9959,TRUE,0.0058,0.9593,0.9838,TRUE,-0.03975,0.7472,0.9207,TRUE,-0.05851,0.6461,0.91,TRUE,-0.06069,0.6433,0.8735,TRUE,-0.1046,0.5548,0.9788,TRUE,0.1475,0.3431,0.7233,TRUE,0.1639,0.3344,0.582,_NE
Ctdspl2,TRUE,-0.2259,0.178,0.9959,TRUE,0.2085,0.1038,0.2979,TRUE,-0.1463,0.2177,0.6127,TRUE,-0.1241,0.4429,0.8408,TRUE,0.05831,0.7343,0.9109,TRUE,-0.01064,0.9589,0.9975,TRUE,-0.2282,0.1972,0.5942,TRUE,-0.08689,0.6796,0.8441,_NE
Ctf1,TRUE,0.2266,0.5876,0.9959,TRUE,0.3544,0.3101,0.5535,TRUE,-0.5341,0.1258,0.4986,TRUE,-0.7851,0.05979,0.5481,TRUE,-0.2497,0.5697,0.8425,TRUE,0.07915,0.8687,0.9936,TRUE,0.2266,0.6254,0.874,TRUE,1.824,3.737E-06,5.938E-05,_NE
Ctgf,TRUE,0.813,0.01197,0.8077,TRUE,-0.2384,0.537,0.7375,TRUE,-0.2135,0.3339,0.7136,TRUE,-0.2619,0.2532,0.7347,TRUE,-0.4312,0.0646,0.4035,TRUE,0.06037,0.8429,0.9927,TRUE,0.3437,0.06912,0.3803,TRUE,0.6646,0.1262,0.3168,_NE
Cth,TRUE,0.3043,0.4167,0.9959,TRUE,0.3186,0.1782,0.4048,TRUE,0.4088,0.1123,0.4779,TRUE,0.4721,0.09999,0.6188,TRUE,0.03866,0.8947,0.9693,TRUE,0.6147,0.126,0.7595,TRUE,0.5435,0.11,0.4667,TRUE,0.4064,0.2238,0.458,AS
Cthrc1,TRUE,0.1123,0.7176,0.9959,TRUE,0.2209,0.34,0.5808,TRUE,-0.1869,0.4779,0.8057,TRUE,-0.1432,0.6156,0.9003,TRUE,-0.06026,0.8202,0.9432,TRUE,0.1084,0.7326,0.9864,TRUE,0.3372,0.2949,0.6879,TRUE,0.4395,0.1728,0.389,_NE
Ctif,TRUE,-0.0694,0.6343,0.9959,TRUE,-0.2432,0.03621,0.1628,TRUE,0.3243,0.000174,0.01215,TRUE,0.2422,0.05194,0.5271,TRUE,0.03559,0.7627,0.9221,TRUE,-0.1087,0.549,0.9788,TRUE,0.01299,0.9299,0.9821,TRUE,-0.1353,0.3445,0.5921,_NE
Ctla2a,TRUE,0.3296,0.3479,0.9959,TRUE,0.251,0.3192,0.5626,TRUE,-0.4347,0.08984,0.4352,TRUE,-0.4409,0.1895,0.7055,TRUE,-0.1225,0.6571,0.879,TRUE,-0.0489,0.8939,0.9957,TRUE,-0.02178,0.9481,0.9861,TRUE,0.423,0.195,0.4205,EC
Ctla2b,TRUE,0.4489,0.3463,0.9959,TRUE,-0.03989,0.9093,0.9607,TRUE,-1.272,0.006079,0.1091,TRUE,-0.1546,0.7392,0.9385,TRUE,0.2244,0.6014,0.8551,TRUE,0.4218,0.4396,0.9614,TRUE,0.353,0.4773,0.8042,TRUE,3.11,2.942E-12,1.26E-10,EC
Ctnna1,TRUE,0.2145,0.2101,0.9959,TRUE,0.1929,0.07117,0.2416,TRUE,-0.06113,0.5745,0.8526,TRUE,-0.2192,0.1047,0.6208,TRUE,0.1243,0.3815,0.7385,TRUE,0.5116,0.001528,0.06013,TRUE,0.2919,0.03852,0.2851,TRUE,0.9201,2.194E-08,5.255E-07,_NE
